1005004000_velocity,1050003300_velocity,1050020400_velocity,1070000200_velocity,1070000500_velocity,1070001600_velocity,F-03 유입_traffic,F-04 유출_traffic,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm),Year,is_weekend,is_holiday,is_morning_rush,is_evening_rush,month_sin,month_cos,hour_sin,hour_cos
32.34,82.83,22.3,72.17,64.08,77.33,3655.0,2933.0,22.9,,2.4,89.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
31.86,84.33,26.6,61.17,65.25,61.75,3837.0,2980.0,23.0,,2.3,89.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,-0.25881904510252063
29.89,81.25,25.23,71.5,68.58,61.17,3696.0,2748.0,23.6,,1.8,88.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
27.85,82.58,26.19,71.0,68.75,59.08,3626.0,2912.0,24.4,,1.4,85.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,-0.7071067811865475
29.17,80.33,20.98,69.0,65.58,63.42,3569.0,2889.0,25.1,,2.1,80.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
27.43,82.17,17.1,28.58,61.67,58.17,3611.0,2832.0,26.6,,1.3,73.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682
24.01,79.58,23.43,46.25,64.42,56.58,3534.0,2792.0,27.2,,2.1,69.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0
26.91,74.58,21.38,39.92,61.08,52.08,3555.0,2892.0,26.3,1.0,2.3,78.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.2588190451025208,-0.9659258262890683
27.74,76.92,22.14,25.58,62.08,55.33,3459.0,2858.0,27.3,4.2,2.3,75.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
31.2,75.5,20.68,24.17,60.83,49.5,3471.0,2902.0,26.3,0.0,2.0,77.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865471,-0.7071067811865479
28.88,72.5,21.83,20.08,55.83,51.75,3504.0,2762.0,26.5,0.0,2.7,79.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
20.47,22.75,21.97,15.42,35.25,38.25,3503.0,2814.0,27.0,,2.5,74.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890683,-0.25881904510252063
16.59,27.75,22.65,14.75,24.42,47.67,3682.0,2746.0,26.9,,2.7,74.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
21.88,15.0,19.37,14.42,22.75,37.75,3493.0,2505.0,26.5,,2.8,75.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203
29.38,50.08,19.34,12.67,22.92,25.83,3313.0,2881.0,25.6,,2.0,77.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
30.18,78.33,22.51,24.25,45.42,46.17,3434.0,2927.0,25.1,,2.1,83.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865477,0.7071067811865474
30.07,77.67,24.22,64.08,59.58,52.83,3484.0,2753.0,24.6,,1.7,84.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
32.3,79.75,20.94,65.58,61.25,56.25,2725.0,2242.0,24.3,,1.2,87.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.25881904510252157,0.9659258262890681
32.42,82.92,21.51,68.5,63.5,77.58,1687.0,1586.0,23.9,,0.6,80.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0
34.2,84.75,19.33,73.33,64.83,83.0,1477.0,1345.0,23.7,,1.3,88.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683
36.26,85.67,15.34,74.5,66.08,88.25,1186.0,1076.0,23.7,,1.0,89.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
36.56,82.67,18.0,74.5,64.75,82.17,1026.0,1002.0,23.8,,0.4,89.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,0.7071067811865476
35.29,83.83,16.57,74.75,66.08,82.08,1366.0,1424.0,23.7,,1.6,89.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001
36.98,83.25,14.87,73.33,64.17,82.92,2547.0,2650.0,23.5,,2.0,90.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,0.25881904510252074
35.88,83.25,16.71,71.25,63.08,75.17,3249.0,3026.0,23.6,,1.5,89.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
34.54,83.08,20.46,59.92,63.42,56.92,3014.0,2752.0,23.9,,2.3,89.0,,2022,True,False,True,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,-0.25881904510252063
35.63,81.83,23.61,70.67,65.33,70.25,3422.0,2916.0,24.3,,1.9,87.0,,2022,True,False,True,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
34.09,81.67,23.37,64.08,64.42,62.08,3578.0,2797.0,25.3,,2.4,82.0,,2022,True,False,True,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,-0.7071067811865475
32.08,80.08,23.92,47.08,64.5,48.33,3567.0,2660.0,25.6,,1.4,79.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
25.11,76.08,22.86,36.58,66.58,35.92,3518.0,2548.0,26.1,,1.6,78.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682
26.44,77.92,23.55,32.17,63.17,31.67,3523.0,2666.0,26.7,,1.6,74.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0
28.93,78.92,21.65,42.0,66.67,39.75,3439.0,2816.0,27.3,,2.7,73.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.2588190451025208,-0.9659258262890683
30.06,79.83,21.02,63.0,65.33,58.25,3426.0,2839.0,27.7,,3.4,70.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
29.58,79.5,24.16,58.08,66.33,52.42,3410.0,2762.0,27.6,,2.6,67.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865471,-0.7071067811865479
27.35,77.42,25.66,51.33,64.25,54.42,3466.0,2542.0,27.1,0.0,2.5,69.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
24.75,43.0,20.24,23.92,56.75,50.42,3269.0,2638.0,26.1,0.5,2.8,78.0,,2022,True,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890683,-0.25881904510252063
17.34,51.92,22.1,16.0,48.58,44.75,3331.0,2567.0,25.6,0.2,2.2,82.0,,2022,True,False,False,True,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
24.3,66.08,21.75,39.08,62.08,45.08,3002.0,2419.0,25.2,0.6,1.9,87.0,,2022,True,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203
28.81,72.42,21.89,55.83,61.08,50.75,3277.0,2501.0,24.4,2.2,3.4,92.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
29.8,53.0,21.47,58.83,35.42,58.42,3424.0,2565.0,23.7,0.4,2.4,90.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865477,0.7071067811865474
30.91,57.08,20.47,54.25,28.25,57.58,2979.0,2300.0,23.2,1.0,2.7,92.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
31.08,51.92,18.15,58.33,46.33,63.92,2378.0,1890.0,22.5,3.9,3.2,95.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.25881904510252157,0.9659258262890681
32.17,54.67,17.45,60.75,57.08,72.25,2058.0,1846.0,24.1,,0.2,88.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0
35.54,50.25,18.35,62.67,80.0,77.17,1258.0,997.0,22.1,1.2,3.3,96.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683
38.19,57.58,19.99,61.17,80.0,84.25,1086.0,747.0,22.1,0.0,2.8,96.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
36.29,67.67,18.75,52.67,80.0,85.67,829.0,662.0,22.2,0.0,2.6,96.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,0.7071067811865476
41.15,65.08,18.63,57.33,80.0,88.08,828.0,846.0,22.3,0.0,2.6,95.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001
43.09,66.83,19.17,60.75,63.67,86.33,1212.0,1333.0,22.5,,2.8,95.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,0.25881904510252074
41.55,73.33,21.45,68.5,60.08,85.33,1739.0,1744.0,22.6,,2.7,94.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
42.16,82.08,20.73,73.08,66.33,85.17,2225.0,2122.0,22.9,,2.6,94.0,,2022,True,False,True,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,-0.25881904510252063
40.27,82.25,23.57,72.5,66.17,81.67,2760.0,2610.0,23.9,,2.7,93.0,,2022,True,False,True,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
36.34,82.0,23.67,71.92,66.83,76.42,3511.0,2920.0,24.0,,2.2,90.0,,2022,True,False,True,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,-0.7071067811865475
34.36,80.08,26.16,49.83,62.83,60.42,3598.0,2683.0,25.2,,2.6,87.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
28.76,79.5,23.97,59.17,63.83,65.83,3491.0,2846.0,25.4,,1.6,84.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682
29.78,79.33,22.33,46.75,64.83,56.42,3477.0,2812.0,25.9,,2.3,83.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0
31.01,80.75,20.69,68.33,66.75,64.17,3475.0,2866.0,27.0,,1.7,80.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.2588190451025208,-0.9659258262890683
34.58,79.5,23.35,50.83,60.33,55.58,3586.0,2885.0,28.0,,1.2,76.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
30.63,77.92,20.53,56.33,65.67,56.08,3445.0,2849.0,27.2,,1.4,77.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865471,-0.7071067811865479
30.02,78.92,19.91,52.92,64.75,55.42,3398.0,2848.0,27.3,0.0,1.3,79.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
32.88,78.58,21.81,59.17,65.08,56.25,3347.0,2733.0,27.9,0.0,2.5,77.0,,2022,True,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890683,-0.25881904510252063
30.7,81.08,24.44,69.5,66.58,71.33,3390.0,2661.0,26.8,,2.8,81.0,,2022,True,False,False,True,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
30.91,77.25,22.45,62.25,61.5,57.92,3042.0,2594.0,26.6,,3.7,81.0,,2022,True,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203
28.96,77.08,22.97,69.25,65.92,67.83,3248.0,2640.0,26.1,,2.4,83.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
32.04,80.5,21.88,68.0,62.75,70.42,3366.0,2612.0,25.9,,1.3,87.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865477,0.7071067811865474
33.48,77.17,18.89,66.67,62.25,70.25,2950.0,2280.0,25.8,,0.7,86.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
33.46,79.75,22.08,68.75,62.5,76.33,2037.0,1731.0,25.5,,1.3,86.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.25881904510252157,0.9659258262890681
34.64,83.33,20.52,73.83,65.33,82.08,1637.0,1328.0,22.3,1.1,2.8,96.0,,2022,True,False,False,False,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0
35.5,85.0,16.28,73.5,64.25,89.33,866.0,805.0,24.6,,1.0,87.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683
35.29,82.17,17.44,74.5,66.25,92.33,667.0,652.0,24.3,,0.8,88.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
38.23,84.17,17.72,76.25,65.67,90.58,647.0,694.0,24.3,,1.2,89.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,0.7071067811865476
39.98,85.42,19.78,73.5,66.17,91.25,1076.0,1234.0,23.9,,1.8,90.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001
36.58,81.75,25.9,73.17,65.33,88.25,2696.0,2660.0,23.8,,0.1,90.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,0.25881904510252074
37.65,84.83,27.65,71.67,64.92,73.83,3832.0,2875.0,23.7,,2.0,91.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
32.09,85.83,26.31,59.67,66.25,57.58,3914.0,2880.0,23.9,,1.3,91.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,-0.25881904510252063
24.68,82.33,24.11,74.33,68.58,69.33,3691.0,2885.0,24.5,,0.5,89.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
25.69,83.5,21.25,73.75,67.58,70.42,3660.0,2820.0,25.5,,1.4,83.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,-0.7071067811865475
28.38,81.92,20.55,64.33,66.08,64.75,3609.0,2843.0,26.8,,1.2,79.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
27.56,79.08,22.27,26.17,56.75,59.75,3605.0,2816.0,28.4,,2.0,70.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682
28.96,80.08,25.24,22.17,62.67,45.67,3541.0,2807.0,29.2,,2.3,67.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0
29.38,78.42,23.43,28.83,66.08,45.75,3513.0,2908.0,30.5,,2.7,63.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.2588190451025208,-0.9659258262890683
29.11,77.67,20.7,55.42,65.42,55.08,3545.0,2883.0,31.2,,2.9,59.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
28.97,77.17,22.32,44.0,62.33,55.33,3581.0,2910.0,31.4,,3.2,56.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865471,-0.7071067811865479
29.03,78.08,22.29,43.17,62.67,55.25,3602.0,2940.0,31.9,,3.2,55.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
30.19,68.0,20.94,19.42,49.25,56.25,3425.0,3045.0,31.8,,2.8,56.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890683,-0.25881904510252063
22.36,12.83,19.25,16.83,29.75,55.83,3564.0,3060.0,31.3,,2.9,61.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
16.88,13.08,23.07,18.0,29.75,58.67,3355.0,2870.0,30.1,,2.7,66.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203
25.27,59.25,21.11,37.67,60.33,55.25,3386.0,2653.0,28.7,,2.4,72.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
27.91,77.92,21.61,66.17,63.42,69.5,3268.0,2655.0,28.0,,2.0,75.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865477,0.7071067811865474
32.36,78.75,23.0,66.83,61.67,71.08,2971.0,2415.0,27.3,,1.4,75.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
32.54,81.25,23.32,68.67,63.75,76.58,2130.0,1870.0,26.8,,1.9,79.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.25881904510252157,0.9659258262890681
32.73,83.92,22.01,71.67,64.42,82.83,1315.0,1236.0,25.2,,2.0,87.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0
36.44,83.0,18.96,74.17,66.17,87.08,1019.0,981.0,25.8,,1.4,77.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683
35.67,85.17,20.56,73.08,65.42,89.75,794.0,791.0,25.4,,0.7,78.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
37.84,87.42,19.48,72.17,66.17,90.08,725.0,742.0,25.0,,1.2,82.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,0.7071067811865476
39.76,82.25,17.84,73.75,68.0,87.33,1111.0,1206.0,24.9,,0.4,86.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001
37.95,82.25,14.82,73.5,64.58,87.08,2388.0,2427.0,24.6,,1.0,86.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,0.25881904510252074
39.56,85.25,19.05,72.75,67.33,78.0,3721.0,2914.0,24.4,,1.7,89.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
32.32,85.08,20.22,72.83,66.92,68.83,3894.0,2975.0,25.0,,1.3,90.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,-0.25881904510252063
30.55,82.17,22.31,72.83,68.92,65.25,3550.0,2789.0,26.6,,2.7,82.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
23.23,83.58,23.79,71.92,69.0,62.5,3602.0,2864.0,28.3,,1.9,77.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,-0.7071067811865475
28.62,83.0,24.41,70.33,60.83,63.58,3533.0,2799.0,29.5,,1.6,69.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
26.18,81.58,21.29,50.0,63.5,45.75,3546.0,2775.0,31.0,,2.6,66.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682
27.42,81.0,22.21,56.17,64.17,43.83,3461.0,2877.0,31.7,,3.1,61.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0
30.52,79.0,20.32,53.5,62.75,51.58,3431.0,2818.0,32.6,,1.6,57.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.2588190451025208,-0.9659258262890683
33.01,78.75,20.55,40.58,62.25,54.33,3529.0,2671.0,32.5,,2.1,58.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
29.86,82.0,23.86,26.42,64.83,51.5,3159.0,2950.0,32.2,,2.5,58.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865471,-0.7071067811865479
28.64,78.67,23.25,35.08,60.25,55.0,3501.0,2912.0,32.8,,3.0,60.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
25.51,46.58,26.28,39.5,65.17,56.17,3624.0,2979.0,32.3,,2.1,60.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890683,-0.25881904510252063
18.85,14.42,23.03,19.5,49.42,54.75,3596.0,2943.0,31.8,,2.9,63.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
26.89,15.83,24.11,15.0,23.75,63.17,3551.0,2960.0,30.8,,2.8,67.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203
29.13,67.58,20.26,19.5,42.67,53.75,3500.0,2898.0,29.9,,2.7,70.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
30.65,78.25,18.93,45.5,62.92,56.58,3361.0,2750.0,29.5,,2.0,73.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865477,0.7071067811865474
32.4,79.83,21.19,66.5,61.25,69.67,3113.0,2531.0,29.0,,0.4,73.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
32.62,80.92,23.53,67.67,63.75,71.83,2320.0,2008.0,28.7,,0.5,74.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.25881904510252157,0.9659258262890681
32.61,84.25,22.14,70.92,64.75,82.17,1514.0,1385.0,26.4,,0.9,78.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0
33.82,85.67,21.05,72.75,64.92,87.25,1095.0,1019.0,27.7,,1.7,78.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683
35.9,86.17,20.33,75.67,68.0,88.83,800.0,766.0,27.6,,1.0,78.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
40.59,89.33,20.13,75.42,66.0,89.75,743.0,811.0,27.3,,1.7,79.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,0.7071067811865476
39.38,81.75,22.21,74.75,65.0,87.25,1123.0,1234.0,26.9,,0.7,80.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001
35.75,82.83,21.04,73.0,64.92,88.5,2453.0,2464.0,26.6,,1.7,84.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,0.25881904510252074
39.83,84.58,23.54,73.25,64.92,79.08,3727.0,3014.0,26.4,,0.4,84.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17
32.77,81.92,20.37,71.75,64.83,68.67,3899.0,2916.0,26.6,,0.6,84.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,-0.25881904510252063
33.35,81.75,26.91,71.42,67.42,69.5,3676.0,2846.0,27.2,,2.4,77.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
28.04,82.08,24.44,71.58,68.17,55.08,3417.0,2801.0,28.1,,2.4,69.0,,2022,False,False,True,False,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,-0.7071067811865475
27.3,81.25,21.96,59.83,66.83,43.17,3315.0,2760.0,29.4,,2.0,67.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387
23.5,78.92,22.02,66.83,66.5,48.92,3447.0,2827.0,30.5,,1.3,61.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682
24.76,76.33,23.65,40.67,62.5,46.75,3442.0,2896.0,31.2,,2.4,64.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0
28.26,79.0,24.47,52.67,66.58,51.75,3484.0,2949.0,32.0,,2.3,59.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.2588190451025208,-0.9659258262890683
30.55,79.83,20.59,64.17,64.0,52.5,3501.0,2877.0,32.4,,2.3,58.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
28.48,78.67,24.85,46.75,63.25,55.42,3501.0,2877.0,33.0,,2.8,55.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865471,-0.7071067811865479
28.15,75.83,23.88,33.17,63.0,55.0,3455.0,2930.0,33.0,,3.5,56.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
21.22,29.75,20.18,22.17,63.25,55.25,3575.0,2945.0,32.6,,3.1,57.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890683,-0.25881904510252063
14.27,12.0,11.92,17.5,39.83,56.42,3529.0,3033.0,31.9,,3.4,56.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
17.54,14.58,15.17,17.58,27.67,56.58,3549.0,2878.0,31.0,,3.5,57.0,,2022,False,False,False,True,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203
28.75,61.17,24.15,17.33,46.42,55.83,3379.0,2777.0,29.7,,2.8,58.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
29.75,76.92,27.1,48.25,59.75,50.75,3310.0,2746.0,28.9,,2.4,59.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.7071067811865477,0.7071067811865474
34.23,78.5,26.33,65.67,60.0,67.67,3166.0,2449.0,28.4,,2.2,61.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
30.28,80.58,23.08,67.75,61.92,74.83,2406.0,2026.0,28.0,,2.4,62.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-0.25881904510252157,0.9659258262890681
32.05,85.33,24.58,70.83,64.5,80.42,1660.0,1435.0,28.2,,0.9,77.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0
34.7,87.25,19.53,74.25,65.75,88.25,1133.0,1097.0,27.1,,1.9,67.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683
35.54,90.0,17.38,75.5,66.08,90.33,798.0,804.0,26.6,,2.4,71.0,,2022,False,False,False,False,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387
